name,subset,value,percent,range_0,range_100,r_squared,p_value,stderr,note
# Mutations per Sample,"Gene=IN, Category=SubtypeB, NumSequences=1, IsUnusual",0.549407114624506,8.612%,,,,,,
# Mutations per Sample,"Gene=IN, Category=SubtypeB, NumSequences>1, IsUnusual",0.4308300395256917,6.753%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeB",468,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeB, IsUnusual",186,39.744%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeB, IsAPOBEC",31,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeB, NumSequences>1",254,54.274%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeB, NumSequences>1, IsUnusual",47,18.504%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeB, NumSequences>1, IsAPOBEC",8,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=IN, Category=SubtypeB",,,,,0.7419902641876424,3.493034193697189e-139,0.01813964472774958,
# Mutations per Sample,"Gene=PR, Category=SubtypeC",2.6732673267326734,,,,,,,
# Mutations per Sample,"Gene=PR, Category=SubtypeC, IsUnusual",0.034653465346534656,1.296%,,,,,,
# Mutations per Sample,"Gene=PR, Category=SubtypeC, NumSequences>1",2.5618811881188117,95.833%,,,,,,
# Mutations,"Gene=PR, Category=SubtypeC, NumSequences=1, IsUnusual",12,85.714%,,,,,,
# Mutations,"Gene=PR, Category=SubtypeC, NumSequences>1, IsUnusual",2,14.286%,,,,0.015813816823794704,,
# Mutations per Sample,"Gene=PR, Category=SubtypeC, NumSequences=1, IsUnusual",0.0297029702970297,1.111%,,,,,,
# Mutations per Sample,"Gene=PR, Category=SubtypeC, NumSequences>1, IsUnusual",0.0049504950495049506,0.185%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=SubtypeC",115,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=SubtypeC, IsUnusual",13,11.304%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=SubtypeC, IsAPOBEC",7,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=SubtypeC, NumSequences>1",70,60.870%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=SubtypeC, NumSequences>1, IsUnusual",1,1.429%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=SubtypeC, NumSequences>1, IsAPOBEC",1,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=PR, Category=SubtypeC",,,,,0.9693724572799022,2.220302589741985e-87,0.015858724182837618,
# Mutations per Sample,"Gene=RT, Category=SubtypeC",3.7062937062937062,,,,,,,
# Mutations per Sample,"Gene=RT, Category=SubtypeC, IsUnusual",0.07226107226107226,1.950%,,,,,,
# Mutations per Sample,"Gene=RT, Category=SubtypeC, NumSequences>1",3.491841491841492,94.214%,,,,,,
# Mutations,"Gene=RT, Category=SubtypeC, NumSequences=1, IsUnusual",27,87.097%,,,,,,
# Mutations,"Gene=RT, Category=SubtypeC, NumSequences>1, IsUnusual",4,12.903%,,,,7.165630295207043e-05,,
# Mutations per Sample,"Gene=RT, Category=SubtypeC, NumSequences=1, IsUnusual",0.06293706293706294,1.698%,,,,,,
# Mutations per Sample,"Gene=RT, Category=SubtypeC, NumSequences>1, IsUnusual",0.009324009324009324,0.252%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=SubtypeC",252,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=SubtypeC, IsUnusual",29,11.508%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=SubtypeC, IsAPOBEC",14,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=SubtypeC, NumSequences>1",160,63.492%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=SubtypeC, NumSequences>1, IsUnusual",2,1.250%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=SubtypeC, NumSequences>1, IsAPOBEC",2,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=RT, Category=SubtypeC",,,,,0.9366485482399994,8.633808205864346e-152,0.016222001077967903,
# Mutations per Sample,"Gene=IN, Category=SubtypeC",8.596837944664031,,,,,,,
# Mutations per Sample,"Gene=IN, Category=SubtypeC, IsUnusual",0.2450592885375494,2.851%,,,,,,
# Mutations per Sample,"Gene=IN, Category=SubtypeC, NumSequences>1",8.106719367588934,94.299%,,,,,,
# Mutations,"Gene=IN, Category=SubtypeC, NumSequences=1, IsUnusual",46,74.194%,,,,,,
# Mutations,"Gene=IN, Category=SubtypeC, NumSequences>1, IsUnusual",16,25.806%,,,,0.00020764081177195628,,
# Mutations per Sample,"Gene=IN, Category=SubtypeC, NumSequences=1, IsUnusual",0.18181818181818182,2.115%,,,,,,
# Mutations per Sample,"Gene=IN, Category=SubtypeC, NumSequences>1, IsUnusual",0.06324110671936758,0.736%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeC",292,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeC, IsUnusual",53,18.151%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeC, IsAPOBEC",14,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeC, NumSequences>1",168,57.534%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeC, NumSequences>1, IsUnusual",7,4.167%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=SubtypeC, NumSequences>1, IsAPOBEC",8,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=IN, Category=SubtypeC",,,,,0.922483472105698,4.4661949142686324e-163,0.015494905319829411,
# Mutations per Sample,"Gene=PR, Category=Non-SubtypeBC",1.2054455445544554,,,,,,,
# Mutations per Sample,"Gene=PR, Category=Non-SubtypeBC, IsUnusual",0.012376237623762377,1.027%,,,,,,
# Mutations per Sample,"Gene=PR, Category=Non-SubtypeBC, NumSequences>1",1.1336633663366336,94.045%,,,,,,
# Mutations,"Gene=PR, Category=Non-SubtypeBC, NumSequences=1, IsUnusual",4,80.000%,,,,,,
# Mutations,"Gene=PR, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",1,20.000%,,,,0.36986203396653194,,
# Mutations per Sample,"Gene=PR, Category=Non-SubtypeBC, NumSequences=1, IsUnusual",0.009900990099009901,0.821%,,,,,,
# Mutations per Sample,"Gene=PR, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",0.0024752475247524753,0.205%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Non-SubtypeBC",86,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Non-SubtypeBC, IsUnusual",5,5.814%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Non-SubtypeBC, IsAPOBEC",5,,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Non-SubtypeBC, NumSequences>1",57,66.279%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",1,1.754%,,,,,,
# Uniq. Mutations,"Gene=PR, Category=Non-SubtypeBC, NumSequences>1, IsAPOBEC",0,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=PR, Category=Non-SubtypeBC",,,,,0.7559550297171815,1.868006823429129e-27,0.04192670417123038,
# Mutations per Sample,"Gene=RT, Category=Non-SubtypeBC",2.0885780885780885,,,,,,,
# Mutations per Sample,"Gene=RT, Category=Non-SubtypeBC, IsUnusual",0.05827505827505827,2.790%,,,,,,
# Mutations per Sample,"Gene=RT, Category=Non-SubtypeBC, NumSequences>1",1.8974358974358974,90.848%,,,,,,
# Mutations,"Gene=RT, Category=Non-SubtypeBC, NumSequences=1, IsUnusual",20,80.000%,,,,,,
# Mutations,"Gene=RT, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",5,20.000%,,,,0.004806287213089461,,
# Mutations per Sample,"Gene=RT, Category=Non-SubtypeBC, NumSequences=1, IsUnusual",0.046620046620046623,2.232%,,,,,,
# Mutations per Sample,"Gene=RT, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",0.011655011655011656,0.558%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Non-SubtypeBC",213,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Non-SubtypeBC, IsUnusual",23,10.798%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Non-SubtypeBC, IsAPOBEC",11,,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Non-SubtypeBC, NumSequences>1",131,61.502%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",3,2.290%,,,,,,
# Uniq. Mutations,"Gene=RT, Category=Non-SubtypeBC, NumSequences>1, IsAPOBEC",5,,,,,,,
Prevalence Correlation b/t SGS and HIVDB,"Gene=RT, Category=Non-SubtypeBC",,,,,0.7788491797321827,4.5459330690224226e-71,0.021659260859024792,
# Mutations per Sample,"Gene=IN, Category=Non-SubtypeBC",2.158102766798419,,,,,,,
# Mutations per Sample,"Gene=IN, Category=Non-SubtypeBC, IsUnusual",0.05138339920948617,2.381%,,,,,,
# Mutations per Sample,"Gene=IN, Category=Non-SubtypeBC, NumSequences>1",1.9644268774703557,91.026%,,,,,,
# Mutations,"Gene=IN, Category=Non-SubtypeBC, NumSequences=1, IsUnusual",13,100.000%,,,,,,
# Mutations,"Gene=IN, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",0,0.000%,,,,0.0008134106240695843,,
# Mutations per Sample,"Gene=IN, Category=Non-SubtypeBC, NumSequences=1, IsUnusual",0.05138339920948617,2.381%,,,,,,
# Mutations per Sample,"Gene=IN, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",0.0,0.000%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Non-SubtypeBC",135,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Non-SubtypeBC, IsUnusual",13,9.630%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Non-SubtypeBC, IsAPOBEC",12,,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Non-SubtypeBC, NumSequences>1",86,63.704%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Non-SubtypeBC, NumSequences>1, IsUnusual",0,0.000%,,,,,,
# Uniq. Mutations,"Gene=IN, Category=Non-SubtypeBC, NumSequences>1, IsAPOBEC",4,,,,,,,
